"name","proportions","similarity"
"SBS3+SBS46","SBS3=0.92;SBS46=0.08","0.683222079753546"
"SBS24+SBS25","SBS24=0.22;SBS25=0.78","0.683110868348621"
"SBS6+SBS19","SBS6=0.67;SBS19=0.33","0.683103840053056"
"SBS89+SBS92","SBS89=0.37;SBS92=0.63","0.682788537468009"
"SBS1+SBS31","SBS1=0.33;SBS31=0.67","0.682572899436089"
"SBS3+SBS7d","SBS3=0.96;SBS7d=0.04","0.682355463870162"
"SBS6+SBS17b","SBS6=0.81;SBS17b=0.19","0.682286969548658"
"SBS9+SBS19","SBS9=0.75;SBS19=0.25","0.682139084911499"
"SBS15+SBS46","SBS15=0.48;SBS46=0.52","0.681997534788937"
"SBS3+SBS50","SBS3=0.94;SBS50=0.06","0.681923936154022"
"SBS3+SBS51","SBS3=0.94;SBS51=0.06","0.68188180951423"
"SBS25+SBS37","SBS25=0.74;SBS37=0.26","0.681494670121837"
"SBS42+SBS87","SBS42=0.57;SBS87=0.43","0.681411810482644"
"SBS3+SBS18","SBS3=0.94;SBS18=0.06","0.681353279763751"
"SBS3+SBS90","SBS3=0.97;SBS90=0.03","0.681175141579449"
"SBS17b+SBS25","SBS17b=0.08;SBS25=0.92","0.680864892528807"
"SBS23+SBS94","SBS23=0.24;SBS94=0.76","0.680861376862664"
"SBS3+SBS59","SBS3=0.98;SBS59=0.02","0.680795433177495"
"SBS6+SBS51","SBS6=0.62;SBS51=0.38","0.680747253812712"
"SBS3+SBS29","SBS3=0.95;SBS29=0.05","0.680470794126815"
"SBS35+SBS92","SBS35=0.24;SBS92=0.76","0.680413015130833"
"SBS3+SBS28","SBS3=0.98;SBS28=0.02","0.679881889039609"
"SBS3+SBS22","SBS3=0.97;SBS22=0.03","0.679846485842958"
"SBS3+SBS17a","SBS3=0.98;SBS17a=0.02","0.679622658638792"
"SBS6+SBS24","SBS6=0.57;SBS24=0.43","0.679475057668741"
"SBS3+SBS54","SBS3=0.98;SBS54=0.02","0.679277101105836"
"SBS3+SBS52","SBS3=0.98;SBS52=0.02","0.679235463032601"
"SBS15+SBS87","SBS15=0.51;SBS87=0.49","0.678825011623762"
"SBS3+SBS35","SBS3=0.96;SBS35=0.04","0.678777925645584"
"SBS3+SBS10d","SBS3=0.99;SBS10d=0.01","0.678750693852857"
"SBS9+SBS32","SBS9=0.7;SBS32=0.3","0.678581878843033"
"SBS32+SBS92","SBS32=0.19;SBS92=0.81","0.678432499086175"
"SBS3+SBS91","SBS3=0.99;SBS91=0.01","0.678431606516186"
"SBS3+SBS21","SBS3=0.98;SBS21=0.02","0.678412132455923"
"SBS3+SBS7c","SBS3=0.98;SBS7c=0.02","0.678409059845592"
"SBS3+SBS36","SBS3=0.99;SBS36=0.01","0.678260980427228"
"SBS57+SBS92","SBS57=0.18;SBS92=0.82","0.678245540419353"
"SBS15+SBS16","SBS15=0.59;SBS16=0.41","0.678089741320741"
"SBS3+SBS86","SBS3=0.99;SBS86=0.01","0.67806444001976"
"SBS3+SBS20","SBS3=0.99;SBS20=0.01","0.678063070201385"
"SBS3+SBS56","SBS3=0.99;SBS56=0.01","0.678010721139119"
"SBS3+SBS10a","SBS3=1;SBS10a=0","0.677994196340362"
"SBS3+SBS48","SBS3=1;SBS48=0","0.677949828908519"
"SBS3+SBS89","SBS3=0.99;SBS89=0.01","0.677903357358891"
"SBS3+SBS33","SBS3=1;SBS33=0","0.677886581482738"
"SBS3+SBS4","SBS3=1;SBS4=0","0.677873867931252"
"SBS3+SBS8","SBS3=1;SBS8=0","0.677873867931252"
"SBS3+SBS13","SBS3=1;SBS13=0","0.677873867931252"
"SBS3+SBS14","SBS3=1;SBS14=0","0.677873867931252"
"SBS3+SBS38","SBS3=1;SBS38=0","0.677873867931252"
"SBS3+SBS39","SBS3=1;SBS39=0","0.677873867931252"
"SBS3+SBS43","SBS3=1;SBS43=0","0.677873867931252"
"SBS3+SBS45","SBS3=1;SBS45=0","0.677873867931252"
"SBS3+SBS49","SBS3=1;SBS49=0","0.677873867931252"
"SBS3+SBS53","SBS3=1;SBS53=0","0.677873867931252"
